time,city,ine_code
"2017-09-26T15:32:59+02:00",Castell-Platja d'Aro,17048
"2017-09-26T15:33:00+02:00",Olius,25151
"2017-09-26T15:33:02+02:00",Rosselló,25189
"2017-09-26T15:33:04+02:00",Barcelona,08019
"2017-09-26T15:33:05+02:00",Naut Aran,25025
"2017-09-26T15:33:06+02:00",Barcelona,08019
"2017-09-26T15:33:12+02:00",Barcelona,08019
"2017-09-26T15:33:12+02:00",Parets del Vallès,08159
"2017-09-26T15:33:14+02:00",Barcelona,08019
"2017-09-26T15:33:18+02:00",Roses,17152
"2017-09-26T15:33:19+02:00",Lleida,25120
"2017-09-26T15:33:19+02:00",Sant Joan de Vilatorrada,08218
"2017-09-26T15:33:20+02:00",Barcelona,08019
"2017-09-26T15:33:21+02:00",Artesa de Lleida,25033
"2017-09-26T15:33:21+02:00",Sant Joan de Vilatorrada,08218
"2017-09-26T15:33:22+02:00",Torre-serona,25233
"2017-09-26T15:33:24+02:00",Masies de Roda, Les,08116
"2017-09-26T15:33:26+02:00",Barcelona,08019
"2017-09-26T15:33:26+02:00",Barcelona,08019
"2017-09-26T15:33:29+02:00",Morell, El,43095
"2017-09-26T15:33:33+02:00",Sant Pol de Mar,08235
"2017-09-26T15:33:35+02:00",Barcelona,08019
"2017-09-26T15:33:35+02:00",Gavà,08089
"2017-09-26T15:33:35+02:00",Barcelona,08019
"2017-09-26T15:33:36+02:00",Alòs de Balaguer,25022
"2017-09-26T15:33:40+02:00",Premià de Mar,08172
"2017-09-26T15:33:40+02:00",Barcelona,08019
"2017-09-26T15:33:42+02:00",Vilanova de la Barca,25254
"2017-09-26T15:33:45+02:00",Girona,17079
"2017-09-26T15:33:49+02:00",Premià de Mar,08172
"2017-09-26T15:33:50+02:00",Masnou, El,08118
"2017-09-26T15:33:51+02:00",Cornellà de Llobregat,08073
"2017-09-26T15:33:54+02:00",Barcelona,08019
"2017-09-26T15:33:55+02:00",Terrassa,08279
"2017-09-26T15:33:56+02:00",Igualada,08102
"2017-09-26T15:33:56+02:00",Estany, L',08079
"2017-09-26T15:33:58+02:00",Benavent de Segrià,25053
"2017-09-26T15:34:01+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:34:04+02:00",Igualada,08102
"2017-09-26T15:34:11+02:00",Vic,08298
"2017-09-26T15:34:13+02:00",Fuliola, La,25096
"2017-09-26T15:34:14+02:00",Barcelona,08019
"2017-09-26T15:34:26+02:00",Arbúcies,17009
"2017-09-26T15:34:27+02:00",Terrassa,08279
"2017-09-26T15:34:29+02:00",Santa Perpètua de Mogoda,08260
"2017-09-26T15:34:30+02:00",Figuera, La,43058
"2017-09-26T15:34:31+02:00",Barcelona,08019
"2017-09-26T15:34:32+02:00",Caldes de Montbui,08033
"2017-09-26T15:34:34+02:00",Lleida,25120
"2017-09-26T15:34:35+02:00",Corbera de Llobregat,08072
"2017-09-26T15:34:39+02:00",Arenys de Mar,08006
"2017-09-26T15:34:41+02:00",Igualada,08102
"2017-09-26T15:34:46+02:00",Sant Adrià de Besòs,08194
"2017-09-26T15:34:48+02:00",Soleràs, El,25206
"2017-09-26T15:34:50+02:00",Capafonts,43039
"2017-09-26T15:34:51+02:00",Barcelona,08019
"2017-09-26T15:34:51+02:00",Barcelona,08019
"2017-09-26T15:34:52+02:00",Barcelona,08019
"2017-09-26T15:34:52+02:00",Barcelona,08019
"2017-09-26T15:34:52+02:00",Vic,08298
"2017-09-26T15:34:52+02:00",Torrefarrera,25228
"2017-09-26T15:34:54+02:00",Terrassa,08279
"2017-09-26T15:34:55+02:00",Barcelona,08019
"2017-09-26T15:34:55+02:00",Gimenells i el Pla de la Font,25912
"2017-09-26T15:34:57+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:34:57+02:00",Lleida,25120
"2017-09-26T15:34:59+02:00",Girona,17079
"2017-09-26T15:34:59+02:00",Barcelona,08019
"2017-09-26T15:34:59+02:00",Barcelona,08019
"2017-09-26T15:35:04+02:00",Argentona,08009
"2017-09-26T15:35:06+02:00",Barcelona,08019
"2017-09-26T15:35:06+02:00",Hospitalet de Llobregat, L',08101
"2017-09-26T15:35:18+02:00",Girona,17079
"2017-09-26T15:35:18+02:00",Barcelona,08019
"2017-09-26T15:35:18+02:00",Altafulla,43012
"2017-09-26T15:35:20+02:00",Vic,08298
"2017-09-26T15:35:22+02:00",Barcelona,08019
"2017-09-26T15:35:22+02:00",Pacs del Penedès,08154
"2017-09-26T15:35:22+02:00",Argentona,08009
"2017-09-26T15:35:23+02:00",Barcelona,08019
"2017-09-26T15:35:23+02:00",Barcelona,08019
"2017-09-26T15:35:24+02:00",Cànoves i Samalús,08042
"2017-09-26T15:35:26+02:00",Sant Julià de Ramis,17169
"2017-09-26T15:35:27+02:00",Tarragona,43148
"2017-09-26T15:35:31+02:00",Barcelona,08019
"2017-09-26T15:35:32+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:35:34+02:00",Torrebesses,25226
"2017-09-26T15:35:34+02:00",Manresa,08113
"2017-09-26T15:35:40+02:00",Lleida,25120
"2017-09-26T15:35:40+02:00",Tarragona,43148
"2017-09-26T15:35:46+02:00",Bonastre,43030
"2017-09-26T15:35:47+02:00",Barcelona,08019
"2017-09-26T15:35:48+02:00",Estany, L',08079
"2017-09-26T15:35:52+02:00",Tarragona,43148
"2017-09-26T15:35:53+02:00",Muntanyola,08129
"2017-09-26T15:35:53+02:00",Santa Coloma de Gramenet,08245
"2017-09-26T15:35:54+02:00",Barcelona,08019
"2017-09-26T15:35:54+02:00",Manresa,08113
"2017-09-26T15:35:54+02:00",Masnou, El,08118
"2017-09-26T15:35:55+02:00",Malgrat de Mar,08110
"2017-09-26T15:35:57+02:00",Hospitalet de Llobregat, L',08101
"2017-09-26T15:35:57+02:00",Lleida,25120
"2017-09-26T15:35:59+02:00",Torrefarrera,25228
"2017-09-26T15:36:01+02:00",Mollet del Vallès,08124
"2017-09-26T15:36:02+02:00",Lloret de Mar,17095
"2017-09-26T15:36:04+02:00",Almenar,25021
"2017-09-26T15:36:05+02:00",Santa Perpètua de Mogoda,08260
"2017-09-26T15:36:05+02:00",Sant Joan de les Abadesses,17167
"2017-09-26T15:36:06+02:00",Mataró,08121
"2017-09-26T15:36:07+02:00",Barcelona,08019
"2017-09-26T15:36:09+02:00",Franqueses del Vallès, Les,08086
"2017-09-26T15:36:10+02:00",Bellvís,25052
"2017-09-26T15:36:15+02:00",Barcelona,08019
"2017-09-26T15:36:22+02:00",Reus,43123
"2017-09-26T15:36:23+02:00",Barcelona,08019
"2017-09-26T15:36:23+02:00",Barcelona,08019
"2017-09-26T15:36:25+02:00",Corbera de Llobregat,08072
"2017-09-26T15:36:29+02:00",Barcelona,08019
"2017-09-26T15:36:30+02:00",Hospitalet de Llobregat, L',08101
"2017-09-26T15:36:31+02:00",Pineda de Mar,08163
"2017-09-26T15:36:33+02:00",Barcelona,08019
"2017-09-26T15:36:36+02:00",Barcelona,08019
"2017-09-26T15:36:40+02:00",Balaguer,25040
"2017-09-26T15:36:42+02:00",Sora,08272
"2017-09-26T15:36:42+02:00",Sant Joan Despí,08217
"2017-09-26T15:36:43+02:00",Salt,17155
"2017-09-26T15:36:45+02:00",Bonastre,43030
"2017-09-26T15:36:45+02:00",Hospitalet de Llobregat, L',08101
"2017-09-26T15:36:46+02:00",Porqueres,17137
"2017-09-26T15:36:48+02:00",Blanes,17023
"2017-09-26T15:36:51+02:00",Almenar,25021
"2017-09-26T15:36:53+02:00",Barcelona,08019
"2017-09-26T15:36:53+02:00",Rupià,17153
"2017-09-26T15:36:57+02:00",Barcelona,08019
"2017-09-26T15:36:59+02:00",Barcelona,08019
"2017-09-26T15:37:00+02:00",Lleida,25120
"2017-09-26T15:37:03+02:00",Dosrius,08075
"2017-09-26T15:37:04+02:00",Castellar del Vallès,08051
"2017-09-26T15:37:09+02:00",Torre-serona,25233
"2017-09-26T15:37:10+02:00",Franqueses del Vallès, Les,08086
"2017-09-26T15:37:11+02:00",Canet de Mar,08040
"2017-09-26T15:37:14+02:00",Barcelona,08019
"2017-09-26T15:37:14+02:00",Artesa de Lleida,25033
"2017-09-26T15:37:17+02:00",Torre-serona,25233
"2017-09-26T15:37:21+02:00",Lleida,25120
"2017-09-26T15:37:23+02:00",Artesa de Lleida,25033
"2017-09-26T15:37:23+02:00",Santa Margarida i els Monjos,08251
"2017-09-26T15:37:25+02:00",Manresa,08113
"2017-09-26T15:37:25+02:00",Salt,17155
"2017-09-26T15:37:27+02:00",Vilassar de Mar,08219
"2017-09-26T15:37:32+02:00",Torrefarrera,25228
"2017-09-26T15:37:34+02:00",Franqueses del Vallès, Les,08086
"2017-09-26T15:37:35+02:00",Vilanova i la Geltrú,08307
"2017-09-26T15:37:39+02:00",Barcelona,08019
"2017-09-26T15:37:42+02:00",Masies de Roda, Les,08116
"2017-09-26T15:37:51+02:00",Lleida,25120
"2017-09-26T15:37:52+02:00",Castellar del Vallès,08051
"2017-09-26T15:37:54+02:00",Tarragona,43148
"2017-09-26T15:37:56+02:00",Lleida,25120
"2017-09-26T15:37:56+02:00",Barcelona,08019
"2017-09-26T15:37:58+02:00",Olot,17114
"2017-09-26T15:38:00+02:00",Barcelona,08019
"2017-09-26T15:38:02+02:00",Bisbal d'Empordà, La,17022
"2017-09-26T15:38:04+02:00",Sabadell,08187
"2017-09-26T15:38:04+02:00",Barcelona,08019
"2017-09-26T15:38:10+02:00",Lleida,25120
"2017-09-26T15:38:15+02:00",Barcelona,08019
"2017-09-26T15:38:19+02:00",Cervera,25072
"2017-09-26T15:38:21+02:00",Vilablareix,17215
"2017-09-26T15:38:23+02:00",Barcelona,08019
"2017-09-26T15:38:25+02:00",Tarragona,43148
"2017-09-26T15:38:27+02:00",Barcelona,08019
"2017-09-26T15:38:28+02:00",Arenys de Mar,08006
"2017-09-26T15:38:28+02:00",Alguaire,25016
"2017-09-26T15:38:29+02:00",Barcelona,08019
"2017-09-26T15:38:29+02:00",Barcelona,08019
"2017-09-26T15:38:37+02:00",Barcelona,08019
"2017-09-26T15:38:37+02:00",Hospitalet de Llobregat, L',08101
"2017-09-26T15:38:37+02:00",Barcelona,08019
"2017-09-26T15:38:39+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:38:40+02:00",Cervelló,08068
"2017-09-26T15:38:41+02:00",Santa Margarida de Montbui,08250
"2017-09-26T15:38:44+02:00",Hospitalet de Llobregat, L',08101
"2017-09-26T15:38:45+02:00",Prat de Llobregat, El,08169
"2017-09-26T15:38:45+02:00",Caldes de Malavella,17033
"2017-09-26T15:38:47+02:00",Caldes de Malavella,17033
"2017-09-26T15:38:50+02:00",Barcelona,08019
"2017-09-26T15:38:56+02:00",Alforja,43009
"2017-09-26T15:38:57+02:00",Balaguer,25040
"2017-09-26T15:38:58+02:00",Lloret de Mar,17095
"2017-09-26T15:38:59+02:00",Barcelona,08019
"2017-09-26T15:39:01+02:00",Barcelona,08019
"2017-09-26T15:39:02+02:00",Reus,43123
"2017-09-26T15:39:04+02:00",Sabadell,08187
"2017-09-26T15:39:10+02:00",Castelldefels,08056
"2017-09-26T15:39:12+02:00",Barcelona,08019
"2017-09-26T15:39:12+02:00",Barcelona,08019
"2017-09-26T15:39:16+02:00",Berga,08022
"2017-09-26T15:39:16+02:00",Granollers,08096
"2017-09-26T15:39:18+02:00",Granadella, La,25101
"2017-09-26T15:39:20+02:00",Alfarràs,25013
"2017-09-26T15:39:23+02:00",Barcelona,08019
"2017-09-26T15:39:25+02:00",Barcelona,08019
"2017-09-26T15:39:33+02:00",Barcelona,08019
"2017-09-26T15:39:34+02:00",Barcelona,08019
"2017-09-26T15:39:39+02:00",Barcelona,08019
"2017-09-26T15:39:39+02:00",Artesa de Segre,25034
"2017-09-26T15:39:39+02:00",Cornudella de Montsant,43049
"2017-09-26T15:39:40+02:00",Barcelona,08019
"2017-09-26T15:39:40+02:00",Barcelona,08019
"2017-09-26T15:39:41+02:00",Figueres,17066
"2017-09-26T15:39:45+02:00",Sant Just Desvern,08221
"2017-09-26T15:39:49+02:00",Lleida,25120
"2017-09-26T15:39:50+02:00",Lleida,25120
"2017-09-26T15:39:51+02:00",Barcelona,08019
"2017-09-26T15:39:51+02:00",Bellpuig,25050
"2017-09-26T15:39:52+02:00",Torelló,08285
"2017-09-26T15:39:53+02:00",Montblanc,43086
"2017-09-26T15:39:55+02:00",Premià de Mar,08172
"2017-09-26T15:39:55+02:00",Figueres,17066
"2017-09-26T15:39:56+02:00",Gelida,08091
"2017-09-26T15:40:00+02:00",Riudaura,17149
"2017-09-26T15:40:01+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:40:01+02:00",Santa Margarida i els Monjos,08251
"2017-09-26T15:40:03+02:00",Vilanova i la Geltrú,08307
"2017-09-26T15:40:05+02:00",Vilada,08299
"2017-09-26T15:40:07+02:00",Terrassa,08279
"2017-09-26T15:40:07+02:00",Almacelles,25019
"2017-09-26T15:40:08+02:00",Taradell,08278
"2017-09-26T15:40:11+02:00",Barcelona,08019
"2017-09-26T15:40:12+02:00",Barcelona,08019
"2017-09-26T15:40:13+02:00",Barcelona,08019
"2017-09-26T15:40:15+02:00",Barcelona,08019
"2017-09-26T15:40:16+02:00",Argentona,08009
"2017-09-26T15:40:17+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:40:19+02:00",Gironella,08092
"2017-09-26T15:40:19+02:00",Sabadell,08187
"2017-09-26T15:40:19+02:00",Granollers,08096
"2017-09-26T15:40:20+02:00",Lleida,25120
"2017-09-26T15:40:22+02:00",Salt,17155
"2017-09-26T15:40:24+02:00",Rubí,08184
"2017-09-26T15:40:24+02:00",Begues,08020
"2017-09-26T15:40:28+02:00",Almacelles,25019
"2017-09-26T15:40:33+02:00",Granollers,08096
"2017-09-26T15:40:34+02:00",Barcelona,08019
"2017-09-26T15:40:35+02:00",Almenar,25021
"2017-09-26T15:40:35+02:00",Sentmenat,08267
"2017-09-26T15:40:38+02:00",Rubí,08184
"2017-09-26T15:40:42+02:00",Lleida,25120
"2017-09-26T15:40:48+02:00",Òdena,08143
"2017-09-26T15:40:48+02:00",Barcelona,08019
"2017-09-26T15:40:50+02:00",Barcelona,08019
"2017-09-26T15:40:50+02:00",Tona,08283
"2017-09-26T15:40:50+02:00",Lleida,25120
"2017-09-26T15:40:51+02:00",Vilafranca del Penedès,08305
"2017-09-26T15:40:51+02:00",Lleida,25120
"2017-09-26T15:40:54+02:00",Premià de Mar,08172
"2017-09-26T15:40:55+02:00",Barcelona,08019
"2017-09-26T15:40:55+02:00",Alpicat,25023
"2017-09-26T15:40:56+02:00",Figueres,17066
"2017-09-26T15:40:57+02:00",Barcelona,08019
"2017-09-26T15:40:57+02:00",Barcelona,08019
"2017-09-26T15:41:00+02:00",Lleida,25120
"2017-09-26T15:41:01+02:00",Caldes de Malavella,17033
"2017-09-26T15:41:05+02:00",Girona,17079
"2017-09-26T15:41:06+02:00",Barcelona,08019
"2017-09-26T15:41:07+02:00",Sabadell,08187
"2017-09-26T15:41:09+02:00",Barcelona,08019
"2017-09-26T15:41:11+02:00",Barcelona,08019
"2017-09-26T15:41:12+02:00",Barcelona,08019
"2017-09-26T15:41:13+02:00",Palamós,17118
"2017-09-26T15:41:14+02:00",Torelló,08285
"2017-09-26T15:41:17+02:00",Girona,17079
"2017-09-26T15:41:17+02:00",Barcelona,08019
"2017-09-26T15:41:18+02:00",Barcelona,08019
"2017-09-26T15:41:21+02:00",Sant Llorenç Savall,08223
"2017-09-26T15:41:23+02:00",Vic,08298
"2017-09-26T15:41:24+02:00",Barcelona,08019
"2017-09-26T15:41:24+02:00",Figueres,17066
"2017-09-26T15:41:27+02:00",Tona,08283
"2017-09-26T15:41:27+02:00",Rubí,08184
"2017-09-26T15:41:28+02:00",Palamós,17118
"2017-09-26T15:41:29+02:00",Girona,17079
"2017-09-26T15:41:36+02:00",Lleida,25120
"2017-09-26T15:41:41+02:00",Tàrrega,25217
"2017-09-26T15:41:42+02:00",Barcelona,08019
"2017-09-26T15:41:44+02:00",Barcelona,08019
"2017-09-26T15:41:44+02:00",Salt,17155
"2017-09-26T15:41:45+02:00",Terrassa,08279
"2017-09-26T15:41:46+02:00",Barcelona,08019
"2017-09-26T15:41:56+02:00",Begues,08020
"2017-09-26T15:42:00+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:42:00+02:00",Sabadell,08187
"2017-09-26T15:42:04+02:00",Manresa,08113
"2017-09-26T15:42:05+02:00",Tàrrega,25217
"2017-09-26T15:42:09+02:00",Rubí,08184
"2017-09-26T15:42:10+02:00",Almenar,25021
"2017-09-26T15:42:13+02:00",Vic,08298
"2017-09-26T15:42:14+02:00",Rubí,08184
"2017-09-26T15:42:17+02:00",Barcelona,08019
"2017-09-26T15:42:18+02:00",Blanes,17023
"2017-09-26T15:42:18+02:00",Vic,08298
"2017-09-26T15:42:18+02:00",Valls,43161
"2017-09-26T15:42:19+02:00",Begues,08020
"2017-09-26T15:42:19+02:00",Figueres,17066
"2017-09-26T15:42:22+02:00",Sant Quirze del Vallès,08238
"2017-09-26T15:42:25+02:00",Sant Vicenç de Montalt,08264
"2017-09-26T15:42:25+02:00",Barcelona,08019
"2017-09-26T15:42:27+02:00",Arbúcies,17009
"2017-09-26T15:42:28+02:00",Quart,17142
"2017-09-26T15:42:29+02:00",Terrassa,08279
"2017-09-26T15:42:37+02:00",Barcelona,08019
"2017-09-26T15:42:37+02:00",Cànoves i Samalús,08042
"2017-09-26T15:42:40+02:00",Soleràs, El,25206
"2017-09-26T15:42:42+02:00",Figueres,17066
"2017-09-26T15:42:46+02:00",Barcelona,08019
"2017-09-26T15:42:49+02:00",Cànoves i Samalús,08042
"2017-09-26T15:42:52+02:00",Tarragona,43148
"2017-09-26T15:42:52+02:00",Avinyonet del Penedès,08013
"2017-09-26T15:42:53+02:00",Lleida,25120
"2017-09-26T15:43:00+02:00",Berga,08022
"2017-09-26T15:43:04+02:00",Vic,08298
"2017-09-26T15:43:04+02:00",Badalona,08015
"2017-09-26T15:43:05+02:00",Sabadell,08187
"2017-09-26T15:43:05+02:00",Fornells de la Selva,17073
"2017-09-26T15:43:07+02:00",Barcelona,08019
"2017-09-26T15:43:10+02:00",Barcelona,08019
"2017-09-26T15:43:14+02:00",Tarragona,43148
"2017-09-26T15:43:16+02:00",Torres de Segre,25232
"2017-09-26T15:43:16+02:00",Palau d'Anglesola, El,25158
"2017-09-26T15:43:18+02:00",Vilafranca del Penedès,08305
"2017-09-26T15:43:18+02:00",Viladecans,08301
"2017-09-26T15:43:21+02:00",Masies de Roda, Les,08116
"2017-09-26T15:43:22+02:00",Barcelona,08019
"2017-09-26T15:43:22+02:00",Barcelona,08019
"2017-09-26T15:43:24+02:00",Barcelona,08019
"2017-09-26T15:43:28+02:00",Viladecans,08301
"2017-09-26T15:43:30+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:43:30+02:00",Ripoll,17147
"2017-09-26T15:43:30+02:00",Bruc, El,08025
"2017-09-26T15:43:32+02:00",Barcelona,08019
"2017-09-26T15:43:33+02:00",Mont-ras,17110
"2017-09-26T15:43:34+02:00",Hospitalet de Llobregat, L',08101
"2017-09-26T15:43:36+02:00",Sabadell,08187
"2017-09-26T15:43:37+02:00",Sabadell,08187
"2017-09-26T15:43:38+02:00",Vic,08298
"2017-09-26T15:43:39+02:00",Cornellà de Llobregat,08073
"2017-09-26T15:43:40+02:00",Barcelona,08019
"2017-09-26T15:43:41+02:00",Tàrrega,25217
"2017-09-26T15:43:43+02:00",Mont-ras,17110
"2017-09-26T15:43:43+02:00",Balaguer,25040
"2017-09-26T15:43:44+02:00",Barcelona,08019
"2017-09-26T15:43:47+02:00",Castellolí,08063
"2017-09-26T15:43:49+02:00",Berga,08022
"2017-09-26T15:43:51+02:00",Girona,17079
"2017-09-26T15:43:51+02:00",Barcelona,08019
"2017-09-26T15:43:53+02:00",Lleida,25120
"2017-09-26T15:43:53+02:00",Gurb,08100
"2017-09-26T15:43:53+02:00",Sant Andreu de la Barca,08196
"2017-09-26T15:43:54+02:00",Barcelona,08019
"2017-09-26T15:43:54+02:00",Barcelona,08019
"2017-09-26T15:43:54+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:43:56+02:00",Vilafranca del Penedès,08305
"2017-09-26T15:44:00+02:00",Granollers,08096
"2017-09-26T15:44:04+02:00",Figueres,17066
"2017-09-26T15:44:05+02:00",Barcelona,08019
"2017-09-26T15:44:06+02:00",Avinyonet del Penedès,08013
"2017-09-26T15:44:07+02:00",Palamós,17118
"2017-09-26T15:44:08+02:00",Corbera de Llobregat,08072
"2017-09-26T15:44:10+02:00",Barcelona,08019
"2017-09-26T15:44:13+02:00",Girona,17079
"2017-09-26T15:44:14+02:00",Alcarràs,25011
"2017-09-26T15:44:14+02:00",Barcelona,08019
"2017-09-26T15:44:16+02:00",Lleida,25120
"2017-09-26T15:44:18+02:00",Barcelona,08019
"2017-09-26T15:44:20+02:00",Valls,43161
"2017-09-26T15:44:21+02:00",Bescanó,17020
"2017-09-26T15:44:23+02:00",Terrassa,08279
"2017-09-26T15:44:23+02:00",Sabadell,08187
"2017-09-26T15:44:24+02:00",Vilanova i la Geltrú,08307
"2017-09-26T15:44:25+02:00",Mataró,08121
"2017-09-26T15:44:26+02:00",Hospitalet de Llobregat, L',08101
"2017-09-26T15:44:27+02:00",Badalona,08015
"2017-09-26T15:44:28+02:00",Barcelona,08019
"2017-09-26T15:44:31+02:00",Santa Eulàlia de Ronçana,08248
"2017-09-26T15:44:32+02:00",Masnou, El,08118
"2017-09-26T15:44:33+02:00",Mollerussa,25137
"2017-09-26T15:44:37+02:00",Granollers,08096
"2017-09-26T15:44:39+02:00",Vilafranca del Penedès,08305
"2017-09-26T15:44:39+02:00",Barcelona,08019
"2017-09-26T15:44:41+02:00",Barcelona,08019
"2017-09-26T15:44:43+02:00",Barcelona,08019
"2017-09-26T15:44:48+02:00",Lleida,25120
"2017-09-26T15:44:48+02:00",Sant Just Desvern,08221
"2017-09-26T15:44:48+02:00",Badalona,08015
"2017-09-26T15:44:49+02:00",Cornellà de Llobregat,08073
"2017-09-26T15:44:50+02:00",Prat de Llobregat, El,08169
"2017-09-26T15:44:51+02:00",Gavà,08089
"2017-09-26T15:44:52+02:00",Sabadell,08187
"2017-09-26T15:44:52+02:00",Barcelona,08019
"2017-09-26T15:44:53+02:00",Sant Feliu de Codines,08210
"2017-09-26T15:44:54+02:00",Blanes,17023
"2017-09-26T15:44:54+02:00",Tona,08283
"2017-09-26T15:44:55+02:00",Cerdanyola del Vallès,08266
"2017-09-26T15:44:55+02:00",Sant Quirze del Vallès,08238
"2017-09-26T15:44:56+02:00",Sant Joan de Vilatorrada,08218
"2017-09-26T15:44:58+02:00",Sant Martí de Tous,08226
"2017-09-26T15:44:59+02:00",Vic,08298
"2017-09-26T15:45:00+02:00",Vilanova i la Geltrú,08307
"2017-09-26T15:45:04+02:00",Barcelona,08019
"2017-09-26T15:45:08+02:00",Barcelona,08019
"2017-09-26T15:45:09+02:00",Barcelona,08019
"2017-09-26T15:45:09+02:00",Bellver de Cerdanya,25051
"2017-09-26T15:45:10+02:00",Barcelona,08019
"2017-09-26T15:45:12+02:00",Cambrils,43038
"2017-09-26T15:45:15+02:00",Barcelona,08019
"2017-09-26T15:45:18+02:00",Barcelona,08019
"2017-09-26T15:45:18+02:00",Lleida,25120
"2017-09-26T15:45:21+02:00",Vic,08298
"2017-09-26T15:45:23+02:00",Mollet del Vallès,08124
"2017-09-26T15:45:24+02:00",Sant Feliu de Codines,08210
"2017-09-26T15:45:24+02:00",Tàrrega,25217
"2017-09-26T15:45:27+02:00",Sant Feliu de Codines,08210
"2017-09-26T15:45:32+02:00",Font-rubí,08085
"2017-09-26T15:45:33+02:00",Sentmenat,08267
"2017-09-26T15:45:34+02:00",Tarragona,43148
"2017-09-26T15:45:36+02:00",Girona,17079
"2017-09-26T15:45:38+02:00",Masies de Voltregà, Les,08117
"2017-09-26T15:45:39+02:00",Estany, L',08079
"2017-09-26T15:45:41+02:00",Sant Cugat del Vallès,08205
"2017-09-26T15:45:42+02:00",Sant Pere de Ribes,08231
"2017-09-26T15:45:43+02:00",Torres de Segre,25232
"2017-09-26T15:45:43+02:00",Tarragona,43148
"2017-09-26T15:45:47+02:00",Barcelona,08019
"2017-09-26T15:45:49+02:00",Premià de Mar,08172
"2017-09-26T15:45:51+02:00",Igualada,08102
"2017-09-26T15:45:58+02:00",Badalona,08015
"2017-09-26T15:45:59+02:00",Lleida,25120
"2017-09-26T15:45:59+02:00",Olot,17114
"2017-09-26T15:46:03+02:00",Centelles,08067
"2017-09-26T15:46:04+02:00",Barcelona,08019
"2017-09-26T15:46:06+02:00",Barcelona,08019
"2017-09-26T15:46:06+02:00",Girona,17079
"2017-09-26T15:46:06+02:00",Sant Just Desvern,08221
"2017-09-26T15:46:08+02:00",Lluçà,08109
"2017-09-26T15:46:10+02:00",Barcelona,08019
"2017-09-26T15:46:12+02:00",Cànoves i Samalús,08042
"2017-09-26T15:46:13+02:00",Llardecans,25125
"2017-09-26T15:46:14+02:00",Montmell, El,43090
"2017-09-26T15:46:15+02:00",Vilafranca del Penedès,08305
"2017-09-26T15:46:15+02:00",Vilanova i la Geltrú,08307
"2017-09-26T15:46:16+02:00",Prat de Llobregat, El,08169
"2017-09-26T15:46:16+02:00",Sabadell,08187
"2017-09-26T15:46:19+02:00",Reus,43123
"2017-09-26T15:46:19+02:00",Lleida,25120
"2017-09-26T15:46:23+02:00",Barcelona,08019
"2017-09-26T15:46:23+02:00",Estaràs,25085
"2017-09-26T15:46:24+02:00",Roses,17152
"2017-09-26T15:46:27+02:00",Valls,43161
"2017-09-26T15:46:29+02:00",Barcelona,08019
"2017-09-26T15:46:31+02:00",Girona,17079
"2017-09-26T15:46:31+02:00",Cambrils,43038
"2017-09-26T15:46:34+02:00",Barcelona,08019
"2017-09-26T15:46:36+02:00",Vic,08298
"2017-09-26T15:46:37+02:00",Barcelona,08019
"2017-09-26T15:46:38+02:00",Masies de Roda, Les,08116
"2017-09-26T15:46:41+02:00",Corbins,25078
"2017-09-26T15:46:42+02:00",Cervera,25072
"2017-09-26T15:46:48+02:00",Girona,17079
"2017-09-26T15:46:48+02:00",Sant Andreu de Llavaneres,08197
"2017-09-26T15:46:49+02:00",Balaguer,25040
"2017-09-26T15:46:49+02:00",Barcelona,08019
"2017-09-26T15:46:55+02:00",Barcelona,08019
"2017-09-26T15:46:56+02:00",Cerdanyola del Vallès,08266
"2017-09-26T15:46:56+02:00",Cervelló,08068
"2017-09-26T15:46:57+02:00",Alella,08003
"2017-09-26T15:46:58+02:00",Mataró,08121
"2017-09-26T15:46:58+02:00",Sant Esteve de Palautordera,08207
"2017-09-26T15:47:03+02:00",Lloret de Mar,17095
"2017-09-26T15:47:04+02:00",Barcelona,08019
"2017-09-26T15:47:06+02:00",Barcelona,08019
"2017-09-26T15:47:09+02:00",Sabadell,08187
"2017-09-26T15:47:10+02:00",Cornellà de Llobregat,08073
"2017-09-26T15:47:13+02:00",Calaf,08031
"2017-09-26T15:47:17+02:00",Lleida,25120
"2017-09-26T15:47:18+02:00",Girona,17079
"2017-09-26T15:47:18+02:00",Vic,08298
"2017-09-26T15:47:19+02:00",Agramunt,25003
"2017-09-26T15:47:25+02:00",Barcelona,08019
"2017-09-26T15:47:28+02:00",Mollet del Vallès,08124
"2017-09-26T15:47:30+02:00",Cabrils,08030
"2017-09-26T15:47:32+02:00",Banyoles,17015
"2017-09-26T15:47:34+02:00",Barcelona,08019
"2017-09-26T15:47:37+02:00",Marçà,43076
"2017-09-26T15:47:38+02:00",Lleida,25120
"2017-09-26T15:47:39+02:00",Vilablareix,17215
